sector,indicator,country,year,variable,value,unit,label
Macro,Final energy intensity of GDP,BR,2020,projected_current_policy_min,3.08070534365645,TJ (final) / mln. USD2012 (PPP),
Macro,Final energy intensity of GDP,BR,2025,projected_current_policy_min,2.9797090257031,TJ (final) / mln. USD2012 (PPP),
Macro,Final energy intensity of GDP,BR,2030,projected_current_policy_min,2.78865179040523,TJ (final) / mln. USD2012 (PPP),
Macro,Final energy intensity of GDP,BR,2015,projected_current_policy_max,3.0876545636941497,TJ (final) / mln. USD2012 (PPP),
Macro,Final energy intensity of GDP,BR,2020,projected_current_policy_max,3.08070534365645,TJ (final) / mln. USD2012 (PPP),
Macro,Final energy intensity of GDP,BR,2025,projected_current_policy_max,2.9797090257031,TJ (final) / mln. USD2012 (PPP),
Macro,Final energy intensity of GDP,BR,2030,projected_current_policy_max,2.78865179040523,TJ (final) / mln. USD2012 (PPP),
Macro,Emissions intensity of primary energy,BR,2015,projected_current_policy_min,33.68991599743789,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2020,projected_current_policy_min,31.9086831648046,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2025,projected_current_policy_min,30.0160230463299,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2030,projected_current_policy_min,28.9159258277148,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2015,projected_current_policy_max,33.68991599743789,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2020,projected_current_policy_max,32.005462737577,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2025,projected_current_policy_max,30.143487108362002,tCO2 / TJ (primary),
Macro,Emissions intensity of primary energy,BR,2030,projected_current_policy_max,29.101398546953806,tCO2 / TJ (primary),
Macro,Fossil fuel share,BR,2020,projected_current_policy_min,56.063731964623095,% fossil fuels,
Macro,Fossil fuel share,BR,2030,projected_current_policy_min,54.9620977180048,% fossil fuels,
Macro,Fossil fuel share,BR,2050,projected_current_policy_min,54.341559287499706,% fossil fuels,
Macro,Fossil fuel share,BR,2015,projected_current_policy_max,58.030069701981496,% fossil fuels,
Macro,Fossil fuel share,BR,2020,projected_current_policy_max,56.53563910936021,% fossil fuels,
Macro,Fossil fuel share,BR,2025,projected_current_policy_max,55.185468362216405,% fossil fuels,
Macro,Fossil fuel share,BR,2030,projected_current_policy_max,55.10468528129901,% fossil fuels,
Macro,Coal share in energy supply in Primary Energy,BR,2015,projected_current_policy_min,5.98966438756987,% coal,
Macro,Coal share in energy supply in Primary Energy,BR,2020,projected_current_policy_min,5.7451930813845005,% coal,
Macro,Coal share in energy supply in Primary Energy,BR,2025,projected_current_policy_min,5.52432099287313,% coal,
Macro,Coal share in energy supply in Primary Energy,BR,2030,projected_current_policy_min,5.10827925360607,% coal,
Macro,Coal share in energy supply in Primary Energy,BR,2020,projected_current_policy_max,6.765753264340527,% coal,
Macro,Coal share in energy supply in Primary Energy,BR,2030,projected_current_policy_max,6.61613029067304,% coal,
Macro,Coal share in energy supply in Primary Energy,BR,2050,projected_current_policy_max,8.135422841391371,% coal,
Oil and Gas,Oil and Gas emissions intensity,CA,2015,projected_current_policy_min,508.9550308902826,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2020,projected_current_policy_min,495.50787597442803,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2025,projected_current_policy_min,495.9917977127853,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2030,projected_current_policy_min,496.41001814218833,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2015,projected_current_policy_max,508.9550308902826,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2020,projected_current_policy_max,495.50787597442803,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2025,projected_current_policy_max,495.9917977127853,tCO2e / ktoe,
Oil and Gas,Oil and Gas emissions intensity,CA,2030,projected_current_policy_max,496.41001814218833,tCO2e / ktoe,
Oil and Gas,Oil and Gas activity: production,CA,2015,projected_current_policy_min,380.19076,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2020,projected_current_policy_min,405.64441,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2025,projected_current_policy_min,437.507235,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2030,projected_current_policy_min,469.37006,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2015,projected_current_policy_max,380.19076,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2020,projected_current_policy_max,405.64441,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2025,projected_current_policy_max,437.507235,Mtoe,
Oil and Gas,Oil and Gas activity: production,CA,2030,projected_current_policy_max,469.37006,Mtoe,
Electricity,Electricity activity (per capita),CA,2015,projected_current_policy_min,13996.095366322881,kWh / cap,
Electricity,Electricity activity (per capita),CA,2020,projected_current_policy_min,13602.57283847069,kWh / cap,
Electricity,Electricity activity (per capita),CA,2025,projected_current_policy_min,13137.802692516001,kWh / cap,
Electricity,Electricity activity (per capita),CA,2030,projected_current_policy_min,12687.648053157749,kWh / cap,
Electricity,Electricity activity (per capita),CA,2015,projected_current_policy_max,13996.095366322881,kWh / cap,
Electricity,Electricity activity (per capita),CA,2020,projected_current_policy_max,13602.57283847069,kWh / cap,
Electricity,Electricity activity (per capita),CA,2025,projected_current_policy_max,13137.802692516001,kWh / cap,
Electricity,Electricity activity (per capita),CA,2030,projected_current_policy_max,12687.648053157749,kWh / cap,
Electricity,Electricity emissions intensity,CA,2015,projected_current_policy_min,129.89985693848357,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2020,projected_current_policy_min,107.56302521008404,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2025,projected_current_policy_min,81.53078202995009,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2030,projected_current_policy_min,56.01317957166393,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2015,projected_current_policy_max,129.89985693848357,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2020,projected_current_policy_max,107.56302521008404,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2025,projected_current_policy_max,81.53078202995009,gCO2 / kWh,
Electricity,Electricity emissions intensity,CA,2030,projected_current_policy_max,56.01317957166393,gCO2 / kWh,
Electricity,Share of renewable electricity generation,CA,2015,projected_current_policy_min,64.69876777681407,% renewables,
Electricity,Share of renewable electricity generation,CA,2020,projected_current_policy_min,66.46844337505345,% renewables,
Electricity,Share of renewable electricity generation,CA,2025,projected_current_policy_min,69.25495318043711,% renewables,
Electricity,Share of renewable electricity generation,CA,2030,projected_current_policy_min,69.90629725738896,% renewables,
Electricity,Share of renewable electricity generation,CA,2015,projected_current_policy_max,64.69876777681407,% renewables,
Electricity,Share of renewable electricity generation,CA,2020,projected_current_policy_max,66.46844337505345,% renewables,
Electricity,Share of renewable electricity generation,CA,2025,projected_current_policy_max,69.25495318043711,% renewables,
Electricity,Share of renewable electricity generation,CA,2030,projected_current_policy_max,69.90629725738896,% renewables,
Electricity,Renewable energy generation (index),CA,2015,projected_current_policy_min,1.3897485801311464,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2020,projected_current_policy_min,1.4560773712142372,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2025,projected_current_policy_min,1.5217221978372768,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2030,projected_current_policy_min,1.6246011066331485,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2015,projected_current_policy_max,1.3897485801311464,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2020,projected_current_policy_max,1.4560773712142372,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2025,projected_current_policy_max,1.5217221978372768,1990 value normalised to 1,
Electricity,Renewable energy generation (index),CA,2030,projected_current_policy_max,1.6246011066331485,1990 value normalised to 1,
Transport Road,Modal split: share of private passenger transport,CA,2015,projected_current_policy_min,91.12050739957716,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2020,projected_current_policy_min,90.4276985743381,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2025,projected_current_policy_min,90.58823529411764,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2030,projected_current_policy_min,90.49429657794676,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2050,projected_current_policy_min,90.50086355785835,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2015,projected_current_policy_max,91.12050739957716,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2020,projected_current_policy_max,90.4276985743381,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2025,projected_current_policy_max,90.58823529411764,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2030,projected_current_policy_max,90.49429657794676,% private cars and motorcycles,
Transport Road,Modal split: share of private passenger transport,CA,2050,projected_current_policy_max,90.50086355785835,% private cars and motorcycles,
Transport Road,Road transport emissions intensity,CA,2015,projected_current_policy_min,0.21897832625,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2020,projected_current_policy_min,0.1971762856786704,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2025,projected_current_policy_min,0.17025646242666667,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2030,projected_current_policy_min,0.14837289829457365,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2050,projected_current_policy_min,0.13064417044496487,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2015,projected_current_policy_max,0.21897832625,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2020,projected_current_policy_max,0.1971762856786704,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2025,projected_current_policy_max,0.17025646242666667,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2030,projected_current_policy_max,0.14837289829457365,kg CO2 / vkm,
Transport Road,Road transport emissions intensity,CA,2050,projected_current_policy_max,0.13064417044496487,kg CO2 / vkm,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2015,projected_current_policy_min,3829.7804218665583,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2020,projected_current_policy_min,4154.833261248053,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2025,projected_current_policy_min,4575.349971393521,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2030,projected_current_policy_min,5180.367524486298,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2015,projected_current_policy_max,3829.7804218665583,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2020,projected_current_policy_max,4154.833261248053,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2025,projected_current_policy_max,4575.349971393521,pkm / cap,
Transport Aviation,Aviation activity: distance travelled (per capita),CA,2030,projected_current_policy_max,5180.367524486298,pkm / cap,
Buildings,Buildings activity (commercial),CA,2015,projected_current_policy_min,21.11282736669718,m² / cap,
Buildings,Buildings activity (commercial),CA,2020,projected_current_policy_min,21.27912670547141,m² / cap,
Buildings,Buildings activity (commercial),CA,2025,projected_current_policy_min,21.81469706606455,m² / cap,
Buildings,Buildings activity (commercial),CA,2030,projected_current_policy_min,22.262499196062244,m² / cap,
Buildings,Buildings activity (commercial),CA,2015,projected_current_policy_max,21.11282736669718,m² / cap,
Buildings,Buildings activity (commercial),CA,2020,projected_current_policy_max,21.27912670547141,m² / cap,
